INDIV_ID,ALT,COST,DISTANCE,WAITTIME,TRAVELTIME,SHAREFRONT,SHAREBACK,PRIVATE,URGENCY,PEERCHOICE_GO,PEERCHOICE_STAY,PAUSING,REOPENING,REOPENED,THREAT,GENDER,AGE,INCOME,EMPLOYMENT,RACE,HISPANIC,AREA,HH_SIZE,VEHICLES,REP,DEM,CHILDREN,ELDERLY,DISABILITY,NONENGLISH,PETS
254,1,20,0.25,0,40,0,1,0,2,0,0,0,1,0,3,1,1,5,2,1,0,2,2,2,0,1,0,0,0,0,0
254,2,20,0,60,40,0,1,0,1,2,0,0,1,0,3,1,1,5,2,1,0,2,2,2,0,1,0,0,0,0,0
254,2,20,0,60,40,0,0,1,1,0,2,0,1,0,3,1,1,5,2,1,0,2,2,2,0,1,0,0,0,0,0
254,2,40,0,30,20,0,1,0,1,0,1,0,1,0,3,1,1,5,2,1,0,2,2,2,0,1,0,0,0,0,0
254,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,3,1,1,5,2,1,0,2,2,2,0,1,0,0,0,0,0
263,1,0,0.5,30,60,0,0,1,1,1,2,0,0,1,4,1,1,3,1,2,0,3,1,1,0,1,0,0,0,0,1
263,1,20,0.25,0,40,0,1,0,2,0,0,0,0,1,4,1,1,3,1,2,0,3,1,1,0,1,0,0,0,0,1
263,1,40,0.5,0,40,0,0,1,3,1,0,0,0,1,4,1,1,3,1,2,0,3,1,1,0,1,0,0,0,0,1
263,1,0,0.25,60,20,0,0,1,3,0,2,0,0,1,4,1,1,3,1,2,0,3,1,1,0,1,0,0,0,0,1
263,2,20,0,60,40,0,1,0,1,2,0,0,0,1,4,1,1,3,1,2,0,3,1,1,0,1,0,0,0,0,1
263,2,20,0,60,40,0,0,1,1,0,2,0,0,1,4,1,1,3,1,2,0,3,1,1,0,1,0,0,0,0,1
281,1,0,0.5,30,60,0,0,1,1,1,2,0,1,0,3,1,1,7,2,1,1,1,6,2,0,1,1,0,0,0,0
281,1,20,0,30,40,0,0,1,2,1,1,0,1,0,3,1,1,7,2,1,1,1,6,2,0,1,1,0,0,0,0
281,1,40,0,30,20,0,0,1,2,3,0,0,1,0,3,1,1,7,2,1,1,1,6,2,0,1,1,0,0,0,0
281,1,20,0.25,0,40,0,1,0,2,0,0,0,1,0,3,1,1,7,2,1,1,1,6,2,0,1,1,0,0,0,0
281,1,40,0.5,0,40,0,0,1,3,1,0,0,1,0,3,1,1,7,2,1,1,1,6,2,0,1,1,0,0,0,0
281,1,0,0.25,60,20,0,0,1,3,0,2,0,1,0,3,1,1,7,2,1,1,1,6,2,0,1,1,0,0,0,0
282,1,40,0,30,20,0,0,1,2,3,0,0,1,0,4,2,4,3,2,1,0,1,1,1,0,1,0,0,0,0,0
282,1,0,0.25,60,20,0,0,1,3,0,2,0,1,0,4,2,4,3,2,1,0,1,1,1,0,1,0,0,0,0,0
282,2,20,0,60,40,0,1,0,1,2,0,0,1,0,4,2,4,3,2,1,0,1,1,1,0,1,0,0,0,0,0
282,2,20,0,60,40,0,0,1,1,0,2,0,1,0,4,2,4,3,2,1,0,1,1,1,0,1,0,0,0,0,0
282,2,40,0,30,20,0,1,0,1,0,1,0,1,0,4,2,4,3,2,1,0,1,1,1,0,1,0,0,0,0,0
282,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,4,2,4,3,2,1,0,1,1,1,0,1,0,0,0,0,0
283,1,20,0.25,0,40,0,1,0,2,0,0,0,1,0,4,1,1,6,1,3,0,2,4,1,0,1,0,0,0,0,1
283,1,40,0.5,0,40,0,0,1,3,1,0,0,1,0,4,1,1,6,1,3,0,2,4,1,0,1,0,0,0,0,1
283,2,20,0,60,40,0,1,0,1,2,0,0,1,0,4,1,1,6,1,3,0,2,4,1,0,1,0,0,0,0,1
283,2,20,0,60,40,0,0,1,1,0,2,0,1,0,4,1,1,6,1,3,0,2,4,1,0,1,0,0,0,0,1
283,2,40,0,30,20,0,1,0,1,0,1,0,1,0,4,1,1,6,1,3,0,2,4,1,0,1,0,0,0,0,1
283,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,4,1,1,6,1,3,0,2,4,1,0,1,0,0,0,0,1
284,1,40,0,30,20,0,0,1,2,3,0,1,0,0,4,1,1,5,1,1,0,1,1,1,0,0,0,0,0,0,1
284,1,40,0.5,0,40,0,0,1,3,1,0,1,0,0,4,1,1,5,1,1,0,1,1,1,0,0,0,0,0,0,1
284,2,20,0,60,40,0,1,0,1,2,0,1,0,0,4,1,1,5,1,1,0,1,1,1,0,0,0,0,0,0,1
284,2,20,0,60,40,0,0,1,1,0,2,1,0,0,4,1,1,5,1,1,0,1,1,1,0,0,0,0,0,0,1
284,2,40,0,30,20,0,1,0,1,0,1,1,0,0,4,1,1,5,1,1,0,1,1,1,0,0,0,0,0,0,1
284,2,0,0.5,30,60,0,0,1,1,1,2,1,0,0,4,1,1,5,1,1,0,1,1,1,0,0,0,0,0,0,1
287,1,20,0,30,40,0,0,1,2,1,1,0,1,0,3,1,2,5,1,1,0,1,1,1,0,0,0,0,0,0,1
287,1,40,0,30,20,0,0,1,2,3,0,0,1,0,3,1,2,5,1,1,0,1,1,1,0,0,0,0,0,0,1
287,2,20,0,60,40,0,1,0,1,2,0,0,1,0,3,1,2,5,1,1,0,1,1,1,0,0,0,0,0,0,1
287,2,20,0,60,40,0,0,1,1,0,2,0,1,0,3,1,2,5,1,1,0,1,1,1,0,0,0,0,0,0,1
287,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,3,1,2,5,1,1,0,1,1,1,0,0,0,0,0,0,1
287,2,20,0.25,0,40,0,1,0,2,0,0,0,1,0,3,1,2,5,1,1,0,1,1,1,0,0,0,0,0,0,1
288,1,20,0,30,40,0,0,1,2,1,1,0,1,0,4,2,1,5,1,3,0,1,3,2,0,1,0,0,0,0,0
288,1,40,0.5,0,40,0,0,1,3,1,0,0,1,0,4,2,1,5,1,3,0,1,3,2,0,1,0,0,0,0,0
288,2,20,0,60,40,0,1,0,1,2,0,0,1,0,4,2,1,5,1,3,0,1,3,2,0,1,0,0,0,0,0
288,2,20,0,60,40,0,0,1,1,0,2,0,1,0,4,2,1,5,1,3,0,1,3,2,0,1,0,0,0,0,0
288,2,40,0,30,20,0,1,0,1,0,1,0,1,0,4,2,1,5,1,3,0,1,3,2,0,1,0,0,0,0,0
288,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,4,2,1,5,1,3,0,1,3,2,0,1,0,0,0,0,0
289,1,40,0,30,20,0,0,1,2,3,0,0,0,1,2,1,3,7,1,1,0,3,4,2,0,0,1,0,0,0,0
289,1,40,0.5,0,40,0,0,1,3,1,0,0,0,1,2,1,3,7,1,1,0,3,4,2,0,0,1,0,0,0,0
289,1,0,0.25,60,20,0,0,1,3,0,2,0,0,1,2,1,3,7,1,1,0,3,4,2,0,0,1,0,0,0,0
289,2,20,0,60,40,0,0,1,1,0,2,0,0,1,2,1,3,7,1,1,0,3,4,2,0,0,1,0,0,0,0
289,2,40,0,30,20,0,1,0,1,0,1,0,0,1,2,1,3,7,1,1,0,3,4,2,0,0,1,0,0,0,0
289,2,0,0.5,30,60,0,0,1,1,1,2,0,0,1,2,1,3,7,1,1,0,3,4,2,0,0,1,0,0,0,0
292,2,20,0,60,40,0,0,1,1,0,2,0,1,0,4,1,1,8,1,1,0,2,4,2,0,0,0,0,0,0,1
292,2,40,0,30,20,0,1,0,1,0,1,0,1,0,4,1,1,8,1,1,0,2,4,2,0,0,0,0,0,0,1
292,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,4,1,1,8,1,1,0,2,4,2,0,0,0,0,0,0,1
292,2,20,0,30,40,0,0,1,2,1,1,0,1,0,4,1,1,8,1,1,0,2,4,2,0,0,0,0,0,0,1
292,2,40,0,30,20,0,0,1,2,3,0,0,1,0,4,1,1,8,1,1,0,2,4,2,0,0,0,0,0,0,1
292,2,20,0.25,0,40,0,1,0,2,0,0,0,1,0,4,1,1,8,1,1,0,2,4,2,0,0,0,0,0,0,1
293,1,20,0,60,40,0,0,1,1,0,2,0,0,0,2,2,1,3,1,1,0,1,1,1,0,1,0,0,0,0,0
293,1,40,0,30,20,0,1,0,1,0,1,0,0,0,2,2,1,3,1,1,0,1,1,1,0,1,0,0,0,0,0
293,1,0,0.5,30,60,0,0,1,1,1,2,0,0,0,2,2,1,3,1,1,0,1,1,1,0,1,0,0,0,0,0
293,1,20,0,30,40,0,0,1,2,1,1,0,0,0,2,2,1,3,1,1,0,1,1,1,0,1,0,0,0,0,0
293,1,20,0.25,0,40,0,1,0,2,0,0,0,0,0,2,2,1,3,1,1,0,1,1,1,0,1,0,0,0,0,0
293,1,40,0.5,0,40,0,0,1,3,1,0,0,0,0,2,2,1,3,1,1,0,1,1,1,0,1,0,0,0,0,0
294,1,20,0,60,40,0,1,0,1,2,0,0,1,0,3,2,2,7,1,2,0,3,2,1,1,0,0,0,0,1,0
294,1,20,0,60,40,0,0,1,1,0,2,0,1,0,3,2,2,7,1,2,0,3,2,1,1,0,0,0,0,1,0
294,1,0,0.5,30,60,0,0,1,1,1,2,0,1,0,3,2,2,7,1,2,0,3,2,1,1,0,0,0,0,1,0
294,1,40,0.5,0,40,0,0,1,3,1,0,0,1,0,3,2,2,7,1,2,0,3,2,1,1,0,0,0,0,1,0
294,1,0,0.25,60,20,0,0,1,3,0,2,0,1,0,3,2,2,7,1,2,0,3,2,1,1,0,0,0,0,1,0
294,2,20,0,30,40,0,0,1,2,1,1,0,1,0,3,2,2,7,1,2,0,3,2,1,1,0,0,0,0,1,0
325,1,20,0,30,40,0,0,1,2,1,1,0,1,0,3,2,4,7,2,1,0,3,7,1,1,0,1,1,0,1,0
325,1,20,0.25,0,40,0,1,0,2,0,0,0,1,0,3,2,4,7,2,1,0,3,7,1,1,0,1,1,0,1,0
325,1,0,0.25,60,20,0,0,1,3,0,2,0,1,0,3,2,4,7,2,1,0,3,7,1,1,0,1,1,0,1,0
325,2,20,0,60,40,0,1,0,1,2,0,0,1,0,3,2,4,7,2,1,0,3,7,1,1,0,1,1,0,1,0
325,2,20,0,60,40,0,0,1,1,0,2,0,1,0,3,2,4,7,2,1,0,3,7,1,1,0,1,1,0,1,0
325,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,3,2,4,7,2,1,0,3,7,1,1,0,1,1,0,1,0
326,1,20,0.25,0,40,0,1,0,2,0,0,0,0,0,4,2,3,5,1,1,0,3,3,1,0,0,0,0,1,0,1
326,1,40,0.5,0,40,0,0,1,3,1,0,0,0,0,4,2,3,5,1,1,0,3,3,1,0,0,0,0,1,0,1
326,2,20,0,60,40,0,1,0,1,2,0,0,0,0,4,2,3,5,1,1,0,3,3,1,0,0,0,0,1,0,1
326,2,20,0,60,40,0,0,1,1,0,2,0,0,0,4,2,3,5,1,1,0,3,3,1,0,0,0,0,1,0,1
326,2,40,0,30,20,0,1,0,1,0,1,0,0,0,4,2,3,5,1,1,0,3,3,1,0,0,0,0,1,0,1
326,2,0,0.5,30,60,0,0,1,1,1,2,0,0,0,4,2,3,5,1,1,0,3,3,1,0,0,0,0,1,0,1
328,1,0,0.5,30,60,0,0,1,1,1,2,0,1,0,3,2,2,2,1,1,0,2,4,1,0,1,0,0,1,0,0
328,1,20,0,30,40,0,0,1,2,1,1,0,1,0,3,2,2,2,1,1,0,2,4,1,0,1,0,0,1,0,0
328,1,40,0,30,20,0,0,1,2,3,0,0,1,0,3,2,2,2,1,1,0,2,4,1,0,1,0,0,1,0,0
328,1,40,0.5,0,40,0,0,1,3,1,0,0,1,0,3,2,2,2,1,1,0,2,4,1,0,1,0,0,1,0,0
328,2,20,0,60,40,0,1,0,1,2,0,0,1,0,3,2,2,2,1,1,0,2,4,1,0,1,0,0,1,0,0
328,2,20,0,60,40,0,0,1,1,0,2,0,1,0,3,2,2,2,1,1,0,2,4,1,0,1,0,0,1,0,0
329,1,0,0.5,30,60,0,0,1,1,1,2,0,1,0,3,2,2,10,1,1,0,2,2,2,0,0,0,0,0,0,1
329,1,20,0,30,40,0,0,1,2,1,1,0,1,0,3,2,2,10,1,1,0,2,2,2,0,0,0,0,0,0,1
329,1,40,0,30,20,0,0,1,2,3,0,0,1,0,3,2,2,10,1,1,0,2,2,2,0,0,0,0,0,0,1
329,1,20,0.25,0,40,0,1,0,2,0,0,0,1,0,3,2,2,10,1,1,0,2,2,2,0,0,0,0,0,0,1
329,1,40,0.5,0,40,0,0,1,3,1,0,0,1,0,3,2,2,10,1,1,0,2,2,2,0,0,0,0,0,0,1
329,1,0,0.25,60,20,0,0,1,3,0,2,0,1,0,3,2,2,10,1,1,0,2,2,2,0,0,0,0,0,0,1
333,1,20,0,30,40,0,0,1,2,1,1,0,1,0,4,2,6,2,3,1,0,3,1,1,0,0,0,1,0,0,1
333,1,20,0.25,0,40,0,1,0,2,0,0,0,1,0,4,2,6,2,3,1,0,3,1,1,0,0,0,1,0,0,1
333,1,40,0.5,0,40,0,0,1,3,1,0,0,1,0,4,2,6,2,3,1,0,3,1,1,0,0,0,1,0,0,1
333,2,20,0,60,40,0,0,1,1,0,2,0,1,0,4,2,6,2,3,1,0,3,1,1,0,0,0,1,0,0,1
333,2,40,0,30,20,0,1,0,1,0,1,0,1,0,4,2,6,2,3,1,0,3,1,1,0,0,0,1,0,0,1
333,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,4,2,6,2,3,1,0,3,1,1,0,0,0,1,0,0,1
334,1,0,0.5,30,60,0,0,1,1,1,2,1,0,0,3,2,3,8,1,1,0,2,3,2,0,1,0,0,0,0,0
334,1,20,0.25,0,40,0,1,0,2,0,0,1,0,0,3,2,3,8,1,1,0,2,3,2,0,1,0,0,0,0,0
334,1,40,0.5,0,40,0,0,1,3,1,0,1,0,0,3,2,3,8,1,1,0,2,3,2,0,1,0,0,0,0,0
334,1,0,0.25,60,20,0,0,1,3,0,2,1,0,0,3,2,3,8,1,1,0,2,3,2,0,1,0,0,0,0,0
334,2,20,0,60,40,0,1,0,1,2,0,1,0,0,3,2,3,8,1,1,0,2,3,2,0,1,0,0,0,0,0
334,2,20,0,60,40,0,0,1,1,0,2,1,0,0,3,2,3,8,1,1,0,2,3,2,0,1,0,0,0,0,0
336,1,20,0,60,40,0,0,1,1,0,2,0,0,1,4,2,3,8,1,1,0,2,3,2,1,0,0,0,0,0,0
336,1,0,0.5,30,60,0,0,1,1,1,2,0,0,1,4,2,3,8,1,1,0,2,3,2,1,0,0,0,0,0,0
336,1,20,0,30,40,0,0,1,2,1,1,0,0,1,4,2,3,8,1,1,0,2,3,2,1,0,0,0,0,0,0
336,1,20,0.25,0,40,0,1,0,2,0,0,0,0,1,4,2,3,8,1,1,0,2,3,2,1,0,0,0,0,0,0
336,1,40,0.5,0,40,0,0,1,3,1,0,0,0,1,4,2,3,8,1,1,0,2,3,2,1,0,0,0,0,0,0
336,2,40,0,30,20,0,1,0,1,0,1,0,0,1,4,2,3,8,1,1,0,2,3,2,1,0,0,0,0,0,0
337,1,20,0,60,40,0,0,1,1,0,2,0,0,1,3,1,4,5,3,1,0,2,3,3,0,0,0,0,1,0,0
337,1,0,0.5,30,60,0,0,1,1,1,2,0,0,1,3,1,4,5,3,1,0,2,3,3,0,0,0,0,1,0,0
337,1,20,0,30,40,0,0,1,2,1,1,0,0,1,3,1,4,5,3,1,0,2,3,3,0,0,0,0,1,0,0
337,1,20,0.25,0,40,0,1,0,2,0,0,0,0,1,3,1,4,5,3,1,0,2,3,3,0,0,0,0,1,0,0
337,1,40,0.5,0,40,0,0,1,3,1,0,0,0,1,3,1,4,5,3,1,0,2,3,3,0,0,0,0,1,0,0
337,2,20,0,60,40,0,1,0,1,2,0,0,0,1,3,1,4,5,3,1,0,2,3,3,0,0,0,0,1,0,0
339,1,20,0.25,0,40,0,1,0,2,0,0,0,1,0,3,2,1,1,4,1,0,2,4,3,0,1,0,0,0,0,1
339,1,40,0.5,0,40,0,0,1,3,1,0,0,1,0,3,2,1,1,4,1,0,2,4,3,0,1,0,0,0,0,1
339,2,20,0,60,40,0,1,0,1,2,0,0,1,0,3,2,1,1,4,1,0,2,4,3,0,1,0,0,0,0,1
339,2,20,0,60,40,0,0,1,1,0,2,0,1,0,3,2,1,1,4,1,0,2,4,3,0,1,0,0,0,0,1
339,2,40,0,30,20,0,1,0,1,0,1,0,1,0,3,2,1,1,4,1,0,2,4,3,0,1,0,0,0,0,1
339,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,3,2,1,1,4,1,0,2,4,3,0,1,0,0,0,0,1
346,1,40,0,30,20,0,0,1,2,3,0,0,1,0,2,1,2,7,1,1,0,1,2,2,0,1,0,0,0,0,1
346,1,0,0.25,60,20,0,0,1,3,0,2,0,1,0,2,1,2,7,1,1,0,1,2,2,0,1,0,0,0,0,1
346,2,20,0,60,40,0,1,0,1,2,0,0,1,0,2,1,2,7,1,1,0,1,2,2,0,1,0,0,0,0,1
346,2,20,0,60,40,0,0,1,1,0,2,0,1,0,2,1,2,7,1,1,0,1,2,2,0,1,0,0,0,0,1
346,2,40,0,30,20,0,1,0,1,0,1,0,1,0,2,1,2,7,1,1,0,1,2,2,0,1,0,0,0,0,1
346,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,2,1,2,7,1,1,0,1,2,2,0,1,0,0,0,0,1
350,1,20,0.25,0,40,0,1,0,2,0,0,0,1,0,3,1,2,3,2,2,0,1,2,1,0,1,0,0,0,0,0
350,1,0,0.25,60,20,0,0,1,3,0,2,0,1,0,3,1,2,3,2,2,0,1,2,1,0,1,0,0,0,0,0
350,2,20,0,60,40,0,1,0,1,2,0,0,1,0,3,1,2,3,2,2,0,1,2,1,0,1,0,0,0,0,0
350,2,20,0,60,40,0,0,1,1,0,2,0,1,0,3,1,2,3,2,2,0,1,2,1,0,1,0,0,0,0,0
350,2,40,0,30,20,0,1,0,1,0,1,0,1,0,3,1,2,3,2,2,0,1,2,1,0,1,0,0,0,0,0
350,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,3,1,2,3,2,2,0,1,2,1,0,1,0,0,0,0,0
356,1,40,0,30,20,0,0,1,2,3,0,0,1,0,3,1,3,8,1,1,0,2,4,2,1,0,0,0,0,0,1
356,2,20,0,60,40,0,1,0,1,2,0,0,1,0,3,1,3,8,1,1,0,2,4,2,1,0,0,0,0,0,1
356,2,20,0,60,40,0,0,1,1,0,2,0,1,0,3,1,3,8,1,1,0,2,4,2,1,0,0,0,0,0,1
356,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,3,1,3,8,1,1,0,2,4,2,1,0,0,0,0,0,1
356,2,20,0,30,40,0,0,1,2,1,1,0,1,0,3,1,3,8,1,1,0,2,4,2,1,0,0,0,0,0,1
356,2,20,0.25,0,40,0,1,0,2,0,0,0,1,0,3,1,3,8,1,1,0,2,4,2,1,0,0,0,0,0,1
357,1,40,0,30,20,0,0,1,2,3,0,0,1,0,4,2,1,9,4,2,0,1,3,2,0,1,0,0,1,0,1
357,1,40,0.5,0,40,0,0,1,3,1,0,0,1,0,4,2,1,9,4,2,0,1,3,2,0,1,0,0,1,0,1
357,2,20,0,60,40,0,1,0,1,2,0,0,1,0,4,2,1,9,4,2,0,1,3,2,0,1,0,0,1,0,1
357,2,20,0,60,40,0,0,1,1,0,2,0,1,0,4,2,1,9,4,2,0,1,3,2,0,1,0,0,1,0,1
357,2,40,0,30,20,0,1,0,1,0,1,0,1,0,4,2,1,9,4,2,0,1,3,2,0,1,0,0,1,0,1
357,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,4,2,1,9,4,2,0,1,3,2,0,1,0,0,1,0,1
363,1,0,0.5,30,60,0,0,1,1,1,2,0,1,0,4,2,3,8,1,1,0,2,3,2,1,0,1,0,0,0,0
363,1,20,0.25,0,40,0,1,0,2,0,0,0,1,0,4,2,3,8,1,1,0,2,3,2,1,0,1,0,0,0,0
363,2,20,0,60,40,0,1,0,1,2,0,0,1,0,4,2,3,8,1,1,0,2,3,2,1,0,1,0,0,0,0
363,2,20,0,60,40,0,0,1,1,0,2,0,1,0,4,2,3,8,1,1,0,2,3,2,1,0,1,0,0,0,0
363,2,40,0,30,20,0,1,0,1,0,1,0,1,0,4,2,3,8,1,1,0,2,3,2,1,0,1,0,0,0,0
363,2,40,0,30,20,0,0,1,2,3,0,0,1,0,4,2,3,8,1,1,0,2,3,2,1,0,1,0,0,0,0
364,1,20,0,30,40,0,0,1,2,1,1,0,1,0,2,2,2,5,1,1,0,3,2,1,1,0,1,0,0,0,0
364,1,40,0.5,0,40,0,0,1,3,1,0,0,1,0,2,2,2,5,1,1,0,3,2,1,1,0,1,0,0,0,0
364,2,20,0,60,40,0,1,0,1,2,0,0,1,0,2,2,2,5,1,1,0,3,2,1,1,0,1,0,0,0,0
364,2,20,0,60,40,0,0,1,1,0,2,0,1,0,2,2,2,5,1,1,0,3,2,1,1,0,1,0,0,0,0
364,2,40,0,30,20,0,1,0,1,0,1,0,1,0,2,2,2,5,1,1,0,3,2,1,1,0,1,0,0,0,0
364,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,2,2,2,5,1,1,0,3,2,1,1,0,1,0,0,0,0
369,1,20,0,30,40,0,0,1,2,1,1,1,0,0,2,2,4,11,1,4,1,2,3,3,1,0,1,0,0,0,1
369,1,40,0,30,20,0,0,1,2,3,0,1,0,0,2,2,4,11,1,4,1,2,3,3,1,0,1,0,0,0,1
369,2,20,0,60,40,0,1,0,1,2,0,1,0,0,2,2,4,11,1,4,1,2,3,3,1,0,1,0,0,0,1
369,2,20,0,60,40,0,0,1,1,0,2,1,0,0,2,2,4,11,1,4,1,2,3,3,1,0,1,0,0,0,1
369,2,40,0,30,20,0,1,0,1,0,1,1,0,0,2,2,4,11,1,4,1,2,3,3,1,0,1,0,0,0,1
369,2,0,0.5,30,60,0,0,1,1,1,2,1,0,0,2,2,4,11,1,4,1,2,3,3,1,0,1,0,0,0,1
370,2,20,0,60,40,0,1,0,1,2,0,0,1,0,2,1,1,1,4,3,0,2,5,3,0,0,1,1,0,1,0
370,2,20,0,60,40,0,0,1,1,0,2,0,1,0,2,1,1,1,4,3,0,2,5,3,0,0,1,1,0,1,0
370,2,0,0.5,30,60,0,0,1,1,1,2,0,1,0,2,1,1,1,4,3,0,2,5,3,0,0,1,1,0,1,0
370,2,20,0,30,40,0,0,1,2,1,1,0,1,0,2,1,1,1,4,3,0,2,5,3,0,0,1,1,0,1,0
370,2,40,0,30,20,0,0,1,2,3,0,0,1,0,2,1,1,1,4,3,0,2,5,3,0,0,1,1,0,1,0
370,2,20,0.25,0,40,0,1,0,2,0,0,0,1,0,2,1,1,1,4,3,0,2,5,3,0,0,1,1,0,1,0
372,1,20,0.25,0,40,0,1,0,2,0,0,0,0,1,2,1,2,7,1,1,0,2,2,3,1,0,0,0,0,0,0
372,1,0,0.25,60,20,0,0,1,3,0,2,0,0,1,2,1,2,7,1,1,0,2,2,3,1,0,0,0,0,0,0
372,2,20,0,60,40,0,1,0,1,2,0,0,0,1,2,1,2,7,1,1,0,2,2,3,1,0,0,0,0,0,0
372,2,20,0,60,40,0,0,1,1,0,2,0,0,1,2,1,2,7,1,1,0,2,2,3,1,0,0,0,0,0,0
372,2,40,0,30,20,0,1,0,1,0,1,0,0,1,2,1,2,7,1,1,0,2,2,3,1,0,0,0,0,0,0
372,2,0,0.5,30,60,0,0,1,1,1,2,0,0,1,2,1,2,7,1,1,0,2,2,3,1,0,0,0,0,0,0
377,2,20,0,60,40,0,1,0,1,2,0,0,1,0,3,1,3,4,1,2,0,2,1,0,0,0,0,0,0,0,0
